Dataset,Model,Pooling,K,Accuracy,F1_Micro,F1_Macro
mb-change_cls_hirise,dinov1_b8,max,3,0.9784,0.9784,0.9254
mb-change_cls_hirise,dinov1_b8,max,5,0.9784,0.9784,0.9248
mb-change_cls_hirise,dinov1_b8,max,7,0.9754,0.9754,0.9151
mb-change_cls_hirise,dinov1_b8,max,9,0.9754,0.9754,0.9128
mb-change_cls_hirise,dinov1_b8,max,11,0.9739,0.9739,0.9076
mb-change_cls_hirise,dinov1_b8,max,13,0.9746,0.9746,0.9090
mb-change_cls_hirise,dinov1_b8,max,15,0.9746,0.9746,0.9081
mb-change_cls_hirise,dinov1_b8,gem,1,0.9799,0.9799,0.9299
mb-change_cls_hirise,dinov1_b8,gem,3,0.9791,0.9791,0.9250
mb-change_cls_hirise,dinov1_b8,gem,5,0.9784,0.9784,0.9234
mb-change_cls_hirise,dinov1_b8,gem,7,0.9769,0.9769,0.9174
mb-change_cls_hirise,dinov1_b8,gem,9,0.9761,0.9761,0.9151
mb-change_cls_hirise,dinov1_b8,gem,11,0.9776,0.9776,0.9204
mb-change_cls_hirise,dinov1_b8,gem,13,0.9754,0.9754,0.9121
mb-change_cls_hirise,dinov1_b8,gem,15,0.9731,0.9731,0.9018
mb-domars16k,dinov2_l14,cls,1,0.8160,0.8160,0.8105
mb-domars16k,dinov2_l14,cls,3,0.8401,0.8401,0.8371
mb-domars16k,dinov2_l14,cls,5,0.8284,0.8284,0.8246
mb-domars16k,dinov2_l14,cls,7,0.8290,0.8290,0.8259
mb-domars16k,dinov2_l14,cls,9,0.8247,0.8247,0.8197
mb-domars16k,dinov2_l14,cls,11,0.8290,0.8290,0.8245
mb-domars16k,dinov2_l14,cls,13,0.8197,0.8197,0.8149
mb-domars16k,dinov2_l14,cls,15,0.8265,0.8265,0.8218
mb-domars16k,dinov2_l14,mean,1,0.8346,0.8346,0.8307
mb-domars16k,dinov2_l14,mean,3,0.8302,0.8302,0.8268
mb-domars16k,dinov2_l14,mean,5,0.8395,0.8395,0.8360
mb-domars16k,dinov2_l14,mean,7,0.8371,0.8371,0.8332
mb-domars16k,dinov2_l14,mean,9,0.8389,0.8389,0.8358
mb-domars16k,dinov2_l14,mean,11,0.8364,0.8364,0.8329
mb-domars16k,dinov2_l14,mean,13,0.8296,0.8296,0.8254
mb-domars16k,dinov2_l14,mean,15,0.8315,0.8315,0.8279
mb-domars16k,dinov2_l14,max,1,0.8401,0.8401,0.8347
mb-domars16k,dinov2_l14,max,3,0.8532,0.8532,0.8485
mb-domars16k,dinov2_l14,max,5,0.8532,0.8532,0.8491
mb-domars16k,dinov2_l14,max,7,0.8519,0.8519,0.8474
mb-domars16k,dinov2_l14,max,9,0.8414,0.8414,0.8358
mb-domars16k,dinov2_l14,max,11,0.8383,0.8383,0.8326
mb-domars16k,dinov2_l14,max,13,0.8389,0.8389,0.8332
mb-domars16k,dinov2_l14,max,15,0.8401,0.8401,0.8342
mb-domars16k,dinov2_l14,gem,1,0.8488,0.8488,0.8447
mb-domars16k,dinov2_l14,gem,3,0.8445,0.8445,0.8402
mb-domars16k,dinov2_l14,gem,5,0.8501,0.8501,0.8463
mb-domars16k,dinov2_l14,gem,7,0.8532,0.8532,0.8500
mb-domars16k,dinov2_l14,gem,9,0.8457,0.8457,0.8424
mb-domars16k,dinov2_l14,gem,11,0.8420,0.8420,0.8382
mb-domars16k,dinov2_l14,gem,13,0.8352,0.8352,0.8306
mb-domars16k,dinov2_l14,gem,15,0.8364,0.8364,0.8323
mb-domars16k,dinov1_b8,cls,1,0.9083,0.9083,0.9063
mb-domars16k,dinov1_b8,cls,3,0.8959,0.8959,0.8922
mb-domars16k,dinov1_b8,cls,5,0.8990,0.8990,0.8956
mb-domars16k,dinov1_b8,cls,7,0.8941,0.8941,0.8904
mb-domars16k,dinov1_b8,cls,9,0.8910,0.8910,0.8877
mb-domars16k,dinov1_b8,cls,11,0.8879,0.8879,0.8855
mb-domars16k,dinov1_b8,cls,13,0.8879,0.8879,0.8849
mb-domars16k,dinov1_b8,cls,15,0.8829,0.8829,0.8796
mb-domars16k,dinov1_b8,mean,1,0.9164,0.9164,0.9148
mb-domars16k,dinov1_b8,mean,3,0.9046,0.9046,0.9028
mb-domars16k,dinov1_b8,mean,5,0.9027,0.9027,0.9016
mb-domars16k,dinov1_b8,mean,7,0.9021,0.9021,0.9008
mb-domars16k,dinov1_b8,mean,9,0.9002,0.9002,0.8985
mb-domars16k,dinov1_b8,mean,11,0.8922,0.8922,0.8899
mb-domars16k,dinov1_b8,mean,13,0.8879,0.8879,0.8857
mb-domars16k,dinov1_b8,mean,15,0.8829,0.8829,0.8808
mb-domars16k,dinov1_b8,max,1,0.8197,0.8197,0.8158
mb-domars16k,dinov1_b8,max,3,0.8055,0.8055,0.8014
mb-domars16k,dinov1_b8,max,5,0.8135,0.8135,0.8097
mb-domars16k,dinov1_b8,max,7,0.8209,0.8209,0.8190
mb-domars16k,dinov1_b8,max,9,0.8203,0.8203,0.8206
mb-domars16k,dinov1_b8,max,11,0.8166,0.8166,0.8177
mb-domars16k,dinov1_b8,max,13,0.8178,0.8178,0.8187
mb-domars16k,dinov1_b8,max,15,0.8178,0.8178,0.8190
mb-domars16k,dinov1_b8,gem,1,0.8934,0.8934,0.8917
mb-domars16k,dinov1_b8,gem,3,0.8860,0.8860,0.8847
mb-domars16k,dinov1_b8,gem,5,0.8835,0.8835,0.8821
mb-domars16k,dinov1_b8,gem,7,0.8879,0.8879,0.8863
mb-domars16k,dinov1_b8,gem,9,0.8792,0.8792,0.8780
mb-domars16k,dinov1_b8,gem,11,0.8711,0.8711,0.8695
mb-domars16k,dinov1_b8,gem,13,0.8643,0.8643,0.8625
mb-domars16k,dinov1_b8,gem,15,0.8587,0.8587,0.8562
mb-frost_cls,dinov2_l14,cls,1,0.8822,0.8822,0.8753
mb-frost_cls,dinov2_l14,cls,3,0.8974,0.8974,0.8914
mb-frost_cls,dinov2_l14,cls,5,0.9025,0.9025,0.8967
mb-frost_cls,dinov2_l14,cls,7,0.9061,0.9061,0.9006
mb-frost_cls,dinov2_l14,cls,9,0.9085,0.9085,0.9032
mb-frost_cls,dinov2_l14,cls,11,0.9097,0.9097,0.9046
mb-frost_cls,dinov2_l14,cls,13,0.9113,0.9113,0.9064
mb-frost_cls,dinov2_l14,cls,15,0.9136,0.9136,0.9089
mb-frost_cls,dinov2_l14,mean,1,0.8607,0.8607,0.8538
mb-frost_cls,dinov2_l14,mean,3,0.8722,0.8722,0.8657
mb-frost_cls,dinov2_l14,mean,5,0.8757,0.8757,0.8693
mb-frost_cls,dinov2_l14,mean,7,0.8761,0.8761,0.8697
mb-frost_cls,dinov2_l14,mean,9,0.8783,0.8783,0.8722
mb-frost_cls,dinov2_l14,mean,11,0.8814,0.8814,0.8754
mb-frost_cls,dinov2_l14,mean,13,0.8832,0.8832,0.8774
mb-frost_cls,dinov2_l14,mean,15,0.8828,0.8828,0.8770
mb-frost_cls,dinov2_l14,max,1,0.8741,0.8741,0.8680
mb-frost_cls,dinov2_l14,max,3,0.8861,0.8861,0.8805
mb-frost_cls,dinov2_l14,max,5,0.8905,0.8905,0.8850
mb-frost_cls,dinov2_l14,max,7,0.8941,0.8941,0.8888
mb-frost_cls,dinov2_l14,max,9,0.8962,0.8962,0.8910
mb-frost_cls,dinov2_l14,max,11,0.8964,0.8964,0.8914
mb-frost_cls,dinov2_l14,max,13,0.8990,0.8990,0.8941
mb-frost_cls,dinov2_l14,max,15,0.8998,0.8998,0.8950
mb-frost_cls,dinov2_l14,gem,1,0.8584,0.8584,0.8516
mb-frost_cls,dinov2_l14,gem,3,0.8736,0.8736,0.8671
mb-frost_cls,dinov2_l14,gem,5,0.8787,0.8787,0.8724
mb-frost_cls,dinov2_l14,gem,7,0.8799,0.8799,0.8739
mb-frost_cls,dinov2_l14,gem,9,0.8842,0.8842,0.8784
mb-frost_cls,dinov2_l14,gem,11,0.8877,0.8877,0.8820
mb-frost_cls,dinov2_l14,gem,13,0.8894,0.8894,0.8838
mb-frost_cls,dinov2_l14,gem,15,0.8899,0.8899,0.8844
mb-frost_cls,dinov1_b8,cls,1,0.9519,0.9519,0.9484
mb-frost_cls,dinov1_b8,cls,3,0.9575,0.9575,0.9544
mb-frost_cls,dinov1_b8,cls,5,0.9558,0.9558,0.9525
mb-frost_cls,dinov1_b8,cls,7,0.9561,0.9561,0.9529
mb-frost_cls,dinov1_b8,cls,9,0.9554,0.9554,0.9522
mb-frost_cls,dinov1_b8,cls,11,0.9543,0.9543,0.9511
mb-frost_cls,dinov1_b8,cls,13,0.9544,0.9544,0.9512
mb-frost_cls,dinov1_b8,cls,15,0.9528,0.9528,0.9495
mb-frost_cls,dinov1_b8,mean,1,0.9325,0.9325,0.9270
mb-frost_cls,dinov1_b8,mean,3,0.9409,0.9409,0.9360
mb-frost_cls,dinov1_b8,mean,5,0.9435,0.9435,0.9389
mb-frost_cls,dinov1_b8,mean,7,0.9443,0.9443,0.9397
mb-frost_cls,dinov1_b8,mean,9,0.9454,0.9454,0.9409
mb-frost_cls,dinov1_b8,mean,11,0.9435,0.9435,0.9388
mb-frost_cls,dinov1_b8,mean,13,0.9433,0.9433,0.9385
mb-frost_cls,dinov1_b8,mean,15,0.9415,0.9415,0.9367
mb-frost_cls,dinov1_b8,max,1,0.8966,0.8966,0.8925
mb-frost_cls,dinov1_b8,max,3,0.8979,0.8979,0.8941
mb-frost_cls,dinov1_b8,max,5,0.8945,0.8945,0.8908
mb-frost_cls,dinov1_b8,max,7,0.8914,0.8914,0.8878
mb-frost_cls,dinov1_b8,max,9,0.8897,0.8897,0.8861
mb-frost_cls,dinov1_b8,max,11,0.8886,0.8886,0.8850
mb-frost_cls,dinov1_b8,max,13,0.8885,0.8885,0.8849
mb-frost_cls,dinov1_b8,max,15,0.8866,0.8866,0.8831
mb-frost_cls,dinov1_b8,gem,1,0.9380,0.9380,0.9337
mb-frost_cls,dinov1_b8,gem,3,0.9412,0.9412,0.9371
mb-frost_cls,dinov1_b8,gem,5,0.9432,0.9432,0.9393
mb-frost_cls,dinov1_b8,gem,7,0.9401,0.9401,0.9362
mb-frost_cls,dinov1_b8,gem,9,0.9382,0.9382,0.9342
mb-frost_cls,dinov1_b8,gem,11,0.9362,0.9362,0.9322
mb-frost_cls,dinov1_b8,gem,13,0.9340,0.9340,0.9298
mb-frost_cls,dinov1_b8,gem,15,0.9310,0.9310,0.9268
mb-landmark_cls,dinov2_l14,cls,1,0.8918,0.8918,0.6735
mb-landmark_cls,dinov2_l14,cls,3,0.9069,0.9069,0.6615
mb-landmark_cls,dinov2_l14,cls,5,0.9147,0.9147,0.6790
mb-landmark_cls,dinov2_l14,cls,7,0.9163,0.9163,0.6842
mb-landmark_cls,dinov2_l14,cls,9,0.9152,0.9152,0.6733
mb-landmark_cls,dinov2_l14,cls,11,0.9147,0.9147,0.6721
mb-landmark_cls,dinov2_l14,cls,13,0.9119,0.9119,0.6552
mb-landmark_cls,dinov2_l14,cls,15,0.9080,0.9080,0.6399
mb-landmark_cls,dinov2_l14,mean,1,0.8745,0.8745,0.6579
mb-landmark_cls,dinov2_l14,mean,3,0.9024,0.9024,0.6556
mb-landmark_cls,dinov2_l14,mean,5,0.8996,0.8996,0.6227
mb-landmark_cls,dinov2_l14,mean,7,0.9007,0.9007,0.6320
mb-landmark_cls,dinov2_l14,mean,9,0.9035,0.9035,0.6363
mb-landmark_cls,dinov2_l14,mean,11,0.9013,0.9013,0.5984
mb-landmark_cls,dinov2_l14,mean,13,0.8996,0.8996,0.6128
mb-landmark_cls,dinov2_l14,mean,15,0.8968,0.8968,0.5866
mb-landmark_cls,dinov2_l14,max,1,0.8784,0.8784,0.6660
mb-landmark_cls,dinov2_l14,max,3,0.9057,0.9057,0.6951
mb-landmark_cls,dinov2_l14,max,5,0.9141,0.9141,0.6920
mb-landmark_cls,dinov2_l14,max,7,0.9085,0.9085,0.6681
mb-landmark_cls,dinov2_l14,max,9,0.9063,0.9063,0.6544
mb-landmark_cls,dinov2_l14,max,11,0.9046,0.9046,0.6481
mb-landmark_cls,dinov2_l14,max,13,0.9074,0.9074,0.6517
mb-landmark_cls,dinov2_l14,max,15,0.9041,0.9041,0.6378
mb-landmark_cls,dinov2_l14,gem,1,0.8728,0.8728,0.6473
mb-landmark_cls,dinov2_l14,gem,3,0.9046,0.9046,0.6837
mb-landmark_cls,dinov2_l14,gem,5,0.9041,0.9041,0.6380
mb-landmark_cls,dinov2_l14,gem,7,0.9030,0.9030,0.6401
mb-landmark_cls,dinov2_l14,gem,9,0.9007,0.9007,0.6323
mb-landmark_cls,dinov2_l14,gem,11,0.9030,0.9030,0.6296
mb-landmark_cls,dinov2_l14,gem,13,0.9046,0.9046,0.6258
mb-landmark_cls,dinov2_l14,gem,15,0.9018,0.9018,0.6166
mb-landmark_cls,dinov1_b8,cls,1,0.9063,0.9063,0.6479
mb-landmark_cls,dinov1_b8,cls,3,0.9141,0.9141,0.6542
mb-landmark_cls,dinov1_b8,cls,5,0.9141,0.9141,0.6516
mb-landmark_cls,dinov1_b8,cls,7,0.9113,0.9113,0.6351
mb-landmark_cls,dinov1_b8,cls,9,0.9130,0.9130,0.6413
mb-landmark_cls,dinov1_b8,cls,11,0.9119,0.9119,0.6256
mb-landmark_cls,dinov1_b8,cls,13,0.9102,0.9102,0.6156
mb-landmark_cls,dinov1_b8,cls,15,0.9096,0.9096,0.6104
mb-landmark_cls,dinov1_b8,mean,1,0.8834,0.8834,0.5607
mb-landmark_cls,dinov1_b8,mean,3,0.8946,0.8946,0.5726
mb-landmark_cls,dinov1_b8,mean,5,0.8924,0.8924,0.5478
mb-landmark_cls,dinov1_b8,mean,7,0.8868,0.8868,0.5034
mb-landmark_cls,dinov1_b8,mean,9,0.8818,0.8818,0.4837
mb-landmark_cls,dinov1_b8,mean,11,0.8818,0.8818,0.4809
mb-landmark_cls,dinov1_b8,mean,13,0.8812,0.8812,0.4775
mb-landmark_cls,dinov1_b8,mean,15,0.8801,0.8801,0.4702
mb-landmark_cls,dinov1_b8,max,1,0.8695,0.8695,0.4861
mb-landmark_cls,dinov1_b8,max,3,0.8790,0.8790,0.5163
mb-landmark_cls,dinov1_b8,max,5,0.8767,0.8767,0.4971
mb-landmark_cls,dinov1_b8,max,7,0.8751,0.8751,0.4832
mb-landmark_cls,dinov1_b8,max,9,0.8745,0.8745,0.4783
mb-landmark_cls,dinov1_b8,max,11,0.8712,0.8712,0.4514
mb-landmark_cls,dinov1_b8,max,13,0.8706,0.8706,0.4476
mb-landmark_cls,dinov1_b8,max,15,0.8695,0.8695,0.4388
mb-landmark_cls,dinov1_b8,gem,1,0.8634,0.8634,0.5259
mb-landmark_cls,dinov1_b8,gem,3,0.8885,0.8885,0.5548
mb-landmark_cls,dinov1_b8,gem,5,0.8862,0.8862,0.5316
mb-landmark_cls,dinov1_b8,gem,7,0.8851,0.8851,0.5035
mb-landmark_cls,dinov1_b8,gem,9,0.8818,0.8818,0.4888
mb-landmark_cls,dinov1_b8,gem,11,0.8818,0.8818,0.4861
mb-landmark_cls,dinov1_b8,gem,13,0.8801,0.8801,0.4772
mb-landmark_cls,dinov1_b8,gem,15,0.8795,0.8795,0.4713
mb-surface_cls,dinov2_l14,cls,1,0.8614,0.8614,0.7473
mb-surface_cls,dinov2_l14,cls,3,0.8676,0.8676,0.7206
mb-surface_cls,dinov2_l14,cls,5,0.8733,0.8733,0.7019
mb-surface_cls,dinov2_l14,cls,7,0.8714,0.8714,0.6969
mb-surface_cls,dinov2_l14,cls,9,0.8683,0.8683,0.6895
mb-surface_cls,dinov2_l14,cls,11,0.8626,0.8626,0.6882
mb-surface_cls,dinov2_l14,cls,13,0.8582,0.8582,0.6765
mb-surface_cls,dinov2_l14,cls,15,0.8595,0.8595,0.6786
mb-surface_cls,dinov2_l14,mean,1,0.8601,0.8601,0.7221
mb-surface_cls,dinov2_l14,mean,3,0.8639,0.8639,0.6843
mb-surface_cls,dinov2_l14,mean,5,0.8595,0.8595,0.6773
mb-surface_cls,dinov2_l14,mean,7,0.8582,0.8582,0.6701
mb-surface_cls,dinov2_l14,mean,9,0.8519,0.8519,0.6692
mb-surface_cls,dinov2_l14,mean,11,0.8469,0.8469,0.6510
mb-surface_cls,dinov2_l14,mean,13,0.8444,0.8444,0.6482
mb-surface_cls,dinov2_l14,mean,15,0.8413,0.8413,0.6469
mb-surface_cls,dinov2_l14,max,1,0.8557,0.8557,0.7232
mb-surface_cls,dinov2_l14,max,3,0.8664,0.8664,0.7253
mb-surface_cls,dinov2_l14,max,5,0.8582,0.8582,0.7190
mb-surface_cls,dinov2_l14,max,7,0.8557,0.8557,0.6964
mb-surface_cls,dinov2_l14,max,9,0.8526,0.8526,0.6908
mb-surface_cls,dinov2_l14,max,11,0.8469,0.8469,0.6876
mb-surface_cls,dinov2_l14,max,13,0.8450,0.8450,0.6844
mb-surface_cls,dinov2_l14,max,15,0.8432,0.8432,0.6710
mb-surface_cls,dinov2_l14,gem,1,0.8601,0.8601,0.7050
mb-surface_cls,dinov2_l14,gem,3,0.8551,0.8551,0.6869
mb-surface_cls,dinov2_l14,gem,5,0.8494,0.8494,0.6725
mb-surface_cls,dinov2_l14,gem,7,0.8501,0.8501,0.6855
mb-surface_cls,dinov2_l14,gem,9,0.8388,0.8388,0.6593
mb-surface_cls,dinov2_l14,gem,11,0.8375,0.8375,0.6455
mb-surface_cls,dinov2_l14,gem,13,0.8350,0.8350,0.6473
mb-surface_cls,dinov2_l14,gem,15,0.8363,0.8363,0.6513
mb-surface_cls,dinov1_b8,cls,1,0.8802,0.8802,0.7663
mb-surface_cls,dinov1_b8,cls,3,0.8839,0.8839,0.7421
mb-surface_cls,dinov1_b8,cls,5,0.8827,0.8827,0.7066
mb-surface_cls,dinov1_b8,cls,7,0.8777,0.8777,0.6880
mb-surface_cls,dinov1_b8,cls,9,0.8695,0.8695,0.6641
mb-surface_cls,dinov1_b8,cls,11,0.8720,0.8720,0.6620
mb-surface_cls,dinov1_b8,cls,13,0.8657,0.8657,0.6547
mb-surface_cls,dinov1_b8,cls,15,0.8639,0.8639,0.6499
mb-surface_cls,dinov1_b8,mean,1,0.8783,0.8783,0.7433
mb-surface_cls,dinov1_b8,mean,3,0.8795,0.8795,0.6970
mb-surface_cls,dinov1_b8,mean,5,0.8745,0.8745,0.6866
mb-surface_cls,dinov1_b8,mean,7,0.8701,0.8701,0.6750
mb-surface_cls,dinov1_b8,mean,9,0.8626,0.8626,0.6588
mb-surface_cls,dinov1_b8,mean,11,0.8607,0.8607,0.6536
mb-surface_cls,dinov1_b8,mean,13,0.8570,0.8570,0.6420
mb-surface_cls,dinov1_b8,mean,15,0.8551,0.8551,0.6382
mb-surface_cls,dinov1_b8,max,1,0.8576,0.8576,0.7126
mb-surface_cls,dinov1_b8,max,3,0.8595,0.8595,0.6823
mb-surface_cls,dinov1_b8,max,5,0.8582,0.8582,0.6739
mb-surface_cls,dinov1_b8,max,7,0.8576,0.8576,0.6644
mb-surface_cls,dinov1_b8,max,9,0.8507,0.8507,0.6367
mb-surface_cls,dinov1_b8,max,11,0.8419,0.8419,0.6243
mb-surface_cls,dinov1_b8,max,13,0.8350,0.8350,0.6108
mb-surface_cls,dinov1_b8,max,15,0.8344,0.8344,0.6045
mb-surface_cls,dinov1_b8,gem,1,0.8733,0.8733,0.7367
mb-surface_cls,dinov1_b8,gem,3,0.8714,0.8714,0.6996
mb-surface_cls,dinov1_b8,gem,5,0.8758,0.8758,0.6943
mb-surface_cls,dinov1_b8,gem,7,0.8714,0.8714,0.6818
mb-surface_cls,dinov1_b8,gem,9,0.8645,0.8645,0.6635
mb-surface_cls,dinov1_b8,gem,11,0.8570,0.8570,0.6544
mb-surface_cls,dinov1_b8,gem,13,0.8501,0.8501,0.6306
mb-surface_cls,dinov1_b8,gem,15,0.8400,0.8400,0.6110
surface_cls,swin_v2,cls,1,0.8532,0.8532,0.7424
surface_cls,swin_v2,cls,3,0.8588,0.8588,0.6967
surface_cls,swin_v2,cls,5,0.8570,0.8570,0.6912
surface_cls,swin_v2,cls,7,0.8563,0.8563,0.6808
surface_cls,swin_v2,cls,9,0.8444,0.8444,0.6599
surface_cls,swin_v2,cls,11,0.8407,0.8407,0.6516
surface_cls,swin_v2,cls,13,0.8444,0.8444,0.6556
surface_cls,swin_v2,cls,15,0.8407,0.8407,0.6484
surface_cls,swin_v2,mean,1,0.8532,0.8532,0.7424
surface_cls,swin_v2,mean,3,0.8588,0.8588,0.6967
surface_cls,swin_v2,mean,5,0.8570,0.8570,0.6912
surface_cls,swin_v2,mean,7,0.8563,0.8563,0.6808
surface_cls,swin_v2,mean,9,0.8444,0.8444,0.6599
surface_cls,swin_v2,mean,11,0.8407,0.8407,0.6516
surface_cls,swin_v2,mean,13,0.8444,0.8444,0.6556
surface_cls,swin_v2,mean,15,0.8407,0.8407,0.6484
surface_cls,swin_v2,max,1,0.8237,0.8237,0.7168
surface_cls,swin_v2,max,3,0.8319,0.8319,0.6992
surface_cls,swin_v2,max,5,0.8294,0.8294,0.6720
surface_cls,swin_v2,max,7,0.8319,0.8319,0.6539
surface_cls,swin_v2,max,9,0.8243,0.8243,0.6232
surface_cls,swin_v2,max,11,0.8250,0.8250,0.6247
surface_cls,swin_v2,max,13,0.8206,0.8206,0.6224
surface_cls,swin_v2,max,15,0.8105,0.8105,0.6121
surface_cls,swin_v2,gem,1,0.8407,0.8407,0.7305
surface_cls,swin_v2,gem,3,0.8463,0.8463,0.6864
surface_cls,swin_v2,gem,5,0.8526,0.8526,0.6989
surface_cls,swin_v2,gem,7,0.8450,0.8450,0.6804
surface_cls,swin_v2,gem,9,0.8394,0.8394,0.6701
surface_cls,swin_v2,gem,11,0.8381,0.8381,0.6500
surface_cls,swin_v2,gem,13,0.8388,0.8388,0.6361
surface_cls,swin_v2,gem,15,0.8375,0.8375,0.6378
domars16k,swin_v2,cls,1,0.8364,0.8364,0.8333
domars16k,swin_v2,cls,3,0.8383,0.8383,0.8350
domars16k,swin_v2,cls,5,0.8414,0.8414,0.8379
domars16k,swin_v2,cls,7,0.8420,0.8420,0.8384
domars16k,swin_v2,cls,9,0.8371,0.8371,0.8330
domars16k,swin_v2,cls,11,0.8364,0.8364,0.8319
domars16k,swin_v2,cls,13,0.8327,0.8327,0.8285
domars16k,swin_v2,cls,15,0.8364,0.8364,0.8314
domars16k,swin_v2,mean,1,0.8364,0.8364,0.8333
domars16k,swin_v2,mean,3,0.8383,0.8383,0.8350
domars16k,swin_v2,mean,5,0.8414,0.8414,0.8379
domars16k,swin_v2,mean,7,0.8420,0.8420,0.8384
domars16k,swin_v2,mean,9,0.8371,0.8371,0.8330
domars16k,swin_v2,mean,11,0.8364,0.8364,0.8319
domars16k,swin_v2,mean,13,0.8327,0.8327,0.8285
domars16k,swin_v2,mean,15,0.8364,0.8364,0.8314
domars16k,swin_v2,max,1,0.7955,0.7955,0.7919
domars16k,swin_v2,max,3,0.8104,0.8104,0.8078
domars16k,swin_v2,max,5,0.8228,0.8228,0.8181
domars16k,swin_v2,max,7,0.8197,0.8197,0.8152
domars16k,swin_v2,max,9,0.8141,0.8141,0.8088
domars16k,swin_v2,max,11,0.8216,0.8216,0.8170
domars16k,swin_v2,max,13,0.8172,0.8172,0.8123
domars16k,swin_v2,max,15,0.8166,0.8166,0.8117
domars16k,swin_v2,gem,1,0.8247,0.8247,0.8210
domars16k,swin_v2,gem,3,0.8327,0.8327,0.8287
domars16k,swin_v2,gem,5,0.8426,0.8426,0.8378
domars16k,swin_v2,gem,7,0.8408,0.8408,0.8361
domars16k,swin_v2,gem,9,0.8383,0.8383,0.8332
domars16k,swin_v2,gem,11,0.8432,0.8432,0.8381
domars16k,swin_v2,gem,13,0.8445,0.8445,0.8399
domars16k,swin_v2,gem,15,0.8401,0.8401,0.8353
surface_cls,vit_l,cls,1,0.8438,0.8438,0.7257
surface_cls,vit_l,cls,3,0.8639,0.8639,0.7278
surface_cls,vit_l,cls,5,0.8595,0.8595,0.6960
surface_cls,vit_l,cls,7,0.8614,0.8614,0.6758
surface_cls,vit_l,cls,9,0.8626,0.8626,0.6702
surface_cls,vit_l,cls,11,0.8620,0.8620,0.6637
surface_cls,vit_l,cls,13,0.8595,0.8595,0.6648
surface_cls,vit_l,cls,15,0.8570,0.8570,0.6481
surface_cls,vit_l,mean,1,0.8494,0.8494,0.7107
surface_cls,vit_l,mean,3,0.8701,0.8701,0.6964
surface_cls,vit_l,mean,5,0.8664,0.8664,0.6921
surface_cls,vit_l,mean,7,0.8708,0.8708,0.6923
surface_cls,vit_l,mean,9,0.8670,0.8670,0.6835
surface_cls,vit_l,mean,11,0.8689,0.8689,0.6835
surface_cls,vit_l,mean,13,0.8582,0.8582,0.6700
surface_cls,vit_l,mean,15,0.8545,0.8545,0.6617
surface_cls,vit_l,max,1,0.8538,0.8538,0.7033
surface_cls,vit_l,max,3,0.8689,0.8689,0.6872
surface_cls,vit_l,max,5,0.8683,0.8683,0.6759
surface_cls,vit_l,max,7,0.8689,0.8689,0.6699
surface_cls,vit_l,max,9,0.8632,0.8632,0.6649
surface_cls,vit_l,max,11,0.8614,0.8614,0.6559
surface_cls,vit_l,max,13,0.8551,0.8551,0.6345
surface_cls,vit_l,max,15,0.8494,0.8494,0.6282
surface_cls,vit_l,gem,1,0.8570,0.8570,0.7149
surface_cls,vit_l,gem,3,0.8752,0.8752,0.7023
surface_cls,vit_l,gem,5,0.8783,0.8783,0.7022
surface_cls,vit_l,gem,7,0.8795,0.8795,0.6885
surface_cls,vit_l,gem,9,0.8689,0.8689,0.6631
surface_cls,vit_l,gem,11,0.8645,0.8645,0.6413
surface_cls,vit_l,gem,13,0.8639,0.8639,0.6466
surface_cls,vit_l,gem,15,0.8538,0.8538,0.6263
surface_cls,satmae,cls,1,0.8469,0.8469,0.7047
surface_cls,satmae,cls,3,0.8519,0.8519,0.6723
surface_cls,satmae,cls,5,0.8450,0.8450,0.6635
surface_cls,satmae,cls,7,0.8413,0.8413,0.6639
surface_cls,satmae,cls,9,0.8356,0.8356,0.6304
surface_cls,satmae,cls,11,0.8199,0.8199,0.5904
surface_cls,satmae,cls,13,0.8193,0.8193,0.5868
surface_cls,satmae,cls,15,0.8193,0.8193,0.5836
surface_cls,satmae,mean,1,0.8557,0.8557,0.7233
surface_cls,satmae,mean,3,0.8607,0.8607,0.7200
surface_cls,satmae,mean,5,0.8614,0.8614,0.6897
surface_cls,satmae,mean,7,0.8501,0.8501,0.6684
surface_cls,satmae,mean,9,0.8363,0.8363,0.6358
surface_cls,satmae,mean,11,0.8356,0.8356,0.6324
surface_cls,satmae,mean,13,0.8381,0.8381,0.6319
surface_cls,satmae,mean,15,0.8369,0.8369,0.6300
surface_cls,satmae,max,1,0.8607,0.8607,0.7322
surface_cls,satmae,max,3,0.8570,0.8570,0.6959
surface_cls,satmae,max,5,0.8551,0.8551,0.6911
surface_cls,satmae,max,7,0.8626,0.8626,0.6946
surface_cls,satmae,max,9,0.8614,0.8614,0.6706
surface_cls,satmae,max,11,0.8551,0.8551,0.6588
surface_cls,satmae,max,13,0.8519,0.8519,0.6455
surface_cls,satmae,max,15,0.8513,0.8513,0.6410
surface_cls,satmae,gem,1,0.8620,0.8620,0.7430
surface_cls,satmae,gem,3,0.8645,0.8645,0.7242
surface_cls,satmae,gem,5,0.8576,0.8576,0.6904
surface_cls,satmae,gem,7,0.8557,0.8557,0.6823
surface_cls,satmae,gem,9,0.8595,0.8595,0.6871
surface_cls,satmae,gem,11,0.8507,0.8507,0.6679
surface_cls,satmae,gem,13,0.8494,0.8494,0.6613
surface_cls,satmae,gem,15,0.8469,0.8469,0.6611
